state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,income_per_capita,known_property_crimes,unemployment_rate
District of Columbia,2010,43866.0,1195934,80585,0,1115349,1290048,526469,425379,40837.0,297363,68217.0,5925.33,0.8862648801303773,0.5117982082228411,12.030384805572,3602.0,21283.1070114488,,605040.0,168030,61875,28802.0,0.09408333333333334
Florida,2010,2627390.0,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867.0,2944085,2493694.0,175609.29,0.8189604665182344,0.2580344874065837,15.052432590553696,156130.0,9363.343700149258,0.205,18846461.0,38604,38631,669035.0,0.11033333333333334
Georgia,2010,1660643.0,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517.0,1814143,1596180.0,112459.6,0.7902585399788218,0.27484854272720005,14.912617508865399,91561.0,9855.03455186758,0.252,9712696.0,42029,34646,353449.0,0.10491666666666666
Hawaii,2010,180196.0,2564856,382400,2093300,89156,2215458,1321657,697833,123051.0,72917,165766.0,11395.95,0.901836,0.2949980126363896,15.760072657391401,10998.0,12886.504464124098,0.156,1363817.0,49418,41727,45667.0,0.0695
Idaho,2010,266613.0,2177999,444112,1231537,502350,2098737,1159932,638912,100157.0,135181,262238.0,15672.54,0.8457775793267263,0.24994996541014997,17.601422615606698,17793.0,7481.20777690495,0.274,1570912.0,34620,31728,31436.0,0.08966666666666667
Illinois,2010,2098401.0,28253620,3809939,8696107,15747574,28560306,14668228,9146295,961079.0,1944264,1887561.0,132982.73,0.8457412497624529,0.307435853931758,15.728764178626802,139035.0,13083.430212321598,0.2,12841196.000000002,50304,41699,349064.0,0.10366666666666667
Indiana,2010,1026053.0,14023240,1477561,7342841,5202838,11502534,5746633,3696608,492877.0,929416,976503.0,58121.0,0.803826928246741,0.2277395,18.0181345813045,64551.0,10159.9720041823,0.324,6490029.0,42996,35083,199274.0,0.10341666666666667
Iowa,2010,491255.0,5744872,728361,2217889,2798622,5941449,2970150,1622316,226336.0,811476,455579.0,34642.08,0.8765689999999999,0.2530378434022227,14.3113519742464,34462.0,10523.5491692988,0.173,3050223.0,45884,37952,68740.0,0.06008333333333332
Kansas,2010,471406.0,5454128,673692,2860999,1919437,5979429,2837948,1529158,219287.0,1182167,435745.0,34643.8,0.8520970300154881,0.3022032236294586,13.9621230927323,31642.0,10858.8184672228,0.255,2858403.0,44243,39212,89109.0,0.07058333333333333
Kentucky,2010,679901.0,6881951,1059915,3662243,2159793,7092071,3616584,2117063,416036.0,747498,587102.0,42041.84,0.8337058012515866,0.20578934794160297,16.0109072295599,42664.0,10376.0751743309,0.194,4347948.0,37579,33031,111170.0,0.10166666666666667
Louisiana,2010,663802.0,8091029,1549575,3348043,3193411,8125021,4136550,2543542,402190.0,788979,643374.0,48655.03,0.7954838827398805,0.2110755,14.3162587711897,36573.0,11491.685666501899,0.16699999999999998,4544871.0,48599,37227,165667.0,0.0795
Maine,2010,187634.0,2721365,320917,1083913,1316535,2680693,1421800,874381,106653.0,157510,168213.0,15384.3,0.8757279690967076,0.27554144936776315,12.290256950267501,14069.0,14089.783566073998,0.13699999999999998,1327568.0,38352,37533,32900.0,0.08124999999999999
Maryland,2010,848252.0,13327770,1004498,5544725,6778547,13205691,7147880,4047487,481151.0,1107922,795577.0,58428.47,0.8582187839655495,0.36467296865739374,14.585543657056196,59078.0,14937.180101988899,0.21,5788099.0,53675,49885,173309.0,0.0765
Massachusetts,2010,929569.0,14919763,1092892,5742989,8083882,14857823,8479433,4512401,442057.0,807802,912792.0,68754.39,0.8844547270939604,0.38907942583906047,13.898210717890198,64462.0,14632.438659628899,0.127,6564943.0,60808,53058,154496.0,0.08291666666666668
Michigan,2010,1510716.0,19393461,2383817,9694417,7315227,19967017,9457233,6228939,879325.0,1201729,1477312.0,88614.71,0.851244082012845,0.2546962146587288,17.909746587220102,110682.0,11661.392751158899,0.276,9876731.0,38763,35206,271501.0,0.12575
Minnesota,2010,799615.0,10383935,1245368,5978487,3160080,10564774,5676045,2504618,795088.0,949938,785455.0,52671.71,0.8713024752846124,0.32288682940429425,15.9105713484525,59667.0,11365.753046323502,0.218,5310710.999999999,50148,42122,136431.0,0.07391666666666666
Mississippi,2010,491651.0,4466377,945973,2109089,1411315,4504257,2337184,1399684,273024.0,421984,460327.0,32254.83,0.8076456499188268,0.19945383222992089,15.2078308892033,25478.0,8669.65529069553,0.138,2970437.0,31688,30568,88596.0,0.10358333333333332
Missouri,2010,897348.0,9587703,1430854,3471772,4685077,10139784,5237387,3043213,549680.0,926566,852460.0,66734.84,0.8373964025807158,0.25983193171400304,13.766572303162803,63994.0,10467.8783731788,0.232,5995681.0,42204,36735,200858.0,0.09575000000000003
Montana,2010,141693.0,1623971,256049,744931,622991,1642886,895727,531730,68814.0,110195,130704.0,10360.99,0.8557136815919938,0.29026440367435924,13.675623661445501,10075.0,11462.938280389299,0.151,990507.0,37733,35462,25409.0,0.073
Nebraska,2010,294948.0,3720560,465728,1184996,2069836,3640199,2089854,927065,152158.0,371348,269590.0,22345.16,0.856185,0.2779826969584563,13.358597566542402,19370.0,11920.4954152602,0.157,1829956.0,49569,40520,48827.0,0.04625
Nevada,2010,423859.0,4262471,358496,2341891,1562084,4260869,2117135,1359161,142848.0,381094,405097.0,21839.48,0.7826597426767208,0.22086792269990535,20.016456435775893,20956.0,8869.465310777421,0.215,2702797.0,44589,36826,75004.0,0.13499999999999998
New Hampshire,2010,196648.0,2906573,185175,1060998,1660400,2856965,1612216,837094,76110.0,131261,191969.0,15365.2,0.8837919045358911,0.33202970878094695,12.672207325645001,15034.0,13423.813021894199,0.19,1316700.0,48388,47154,29230.0,0.05833333333333335
New Jersey,2010,1369553.0,26676217,2386865,9059511,15229841,26736651,14481471,8958765,962529.0,1154089,1343405.0,110202.4,0.8628562419010771,0.3508082718215976,12.727018649321597,96225.0,18059.6260130043,0.241,8803708.0,55023,51330,183042.0,0.09533333333333334
New Mexico,2010,331436.0,3638606,753816,2307843,576947,3814058,1800983,1178045,135042.0,634137,331152.0,22437.43,0.7833860307340771,0.25347512400316635,15.069551191914599,18595.0,9715.56345726434,0.209,2064607.0,40297,33111,70776.0,0.081
New York,2010,2697357.0,55453300,3694050,23111427,28647823,60067253,36628097,14152383,1433218.0,6125749,2516922.0,211605.54,0.8506269497155281,0.3274630049030478,12.9247797576566,183826.0,19965.4423049264,0.204,19405185.0,61267,48145,379710.0,0.08591666666666667
North Carolina,2010,1444409.0,16621268,1927843,7451302,7242123,14162497,7637844,3873929,705012.0,1192652,1366164.0,98357.47,0.8261938412989193,0.2655092008955747,15.154975011048998,88704.0,8930.378953771291,0.193,9574247.0,43141,35275,329202.0,0.10816666666666667
North Dakota,2010,94997.0,1308214,277985,552616,477613,1267426,627378,342204,80790.0,142873,91114.0,8416.95,0.9159052562637584,0.2659245,11.443931590421698,7155.0,10976.3036854929,0.17,674518.0,52185,43661,12010.0,0.03783333333333334
Ohio,2010,1669748.0,23247907,2310440,9987732,10949735,22701333,10976072,7468941,923709.0,2451038,1609008.0,109281.94,0.8395996987646339,0.24581305935650719,16.051975285211803,123437.0,12306.75686945,0.202,11539282.0,42667,36360,376836.0,0.10241666666666667
Oklahoma,2010,653592.0,5778507,768319,2658186,2352002,5971651,2900568,1901671,624330.0,471937,610019.0,41277.8,0.8133088509924089,0.23212406572621727,15.98706810925,38503.0,8511.413426467041,0.14,3759529.0000000005,38303,35912,129464.0,0.06775000000000002
Oregon,2010,560239.0,6219779,813110,2947614,2459055,6398065,3246437,2054025,219391.0,573818,515644.0,28109.27,0.8350900363935236,0.2891771180626105,20.303622256999198,34671.0,10475.5745204056,0.116,3837073.0,49601,35701,116657.0,0.10608333333333336
Pennsylvania,2010,1682887.0,27883991,2977089,9430947,15475955,28231191,13442543,7774897,1183764.0,2208448,1661990.0,129911.39,0.8686470304063887,0.26782142023053296,13.803901259158303,131182.0,13678.492554106799,0.198,12711063.0,46387,42005,276366.0,0.08433333333333334
Rhode Island,2010,141023.0,2207123,247217,736525,1223381,2187163,1238257,758963,89242.0,40673,131538.0,11211.8,0.883985,0.3065238498567333,12.8251485042544,9908.0,16243.076449391001,0.141,1053168.9999999998,46332,42750,26959.0,0.11199999999999996
South Carolina,2010,715590.0,7755419,1058473,3377539,3319407,8242553,3797945,2445636,389554.0,1203253,664136.0,45210.4,0.8139761475534257,0.240175,16.0546688372587,40438.0,9886.77813580351,0.17600000000000002,4635834.0,35126,32161,181098.0,0.11133333333333337
South Dakota,2010,123555.0,1292742,250554,398601,643587,1281632,660064,382212,57639.0,146273,115242.0,9511.67,0.8232412458240398,0.2586105,13.2603422953067,8162.0,9682.761267593409,0.153,816227.0,45605,41068,15188.0,0.04974999999999999
Tennessee,2010,971414.0,8405025,1094293,3834174,3476558,8760367,4934044,2516326,467568.0,627390,896130.0,66558.1,0.8460112813673841,0.23184453584193154,14.8354895948051,62408.0,8809.72685659447,0.177,6355882.0,39370,35657,232855.0,0.09633333333333337
Texas,2010,4728815.0,50559500,7984614,18899565,23675321,53810244,25097921,14179639,2401640.0,8055742,4473236.0,334996.94,0.8027590559702669,0.26122809062790303,14.733612193592,280894.0,9528.19968318238,0.292,25241648.0,47417,37896,951246.0,0.08133333333333331
Utah,2010,538676.0,4250259,570301,2171889,1508069,4326951,2117551,1002867,308107.0,786272,528608.0,25676.71,0.872243389779088,0.29345199657250703,22.804790800690604,31481.0,6876.712142078821,0.225,2775260.0,41500,31684,88316.0,0.07833333333333332
Vermont,2010,87750.0,1749898,173528,1326528,249842,1719870,890606,509650,47578.0,65751,86378.0,8382.08,0.9118497198487013,0.35584393279470644,11.5553657326105,7199.0,16586.2042765519,0.33,625842.0,42170,40925,14160.0,0.06083333333333335
Virginia,2010,1244673.0,14937195,1532041,5489710,7915444,14919831,8049137,4654459,565527.0,1127484,1159105.0,70947.13,0.8729875043933137,0.3466835830638998,17.6390503745536,81511.0,11382.603427644599,0.16699999999999998,8025206.0,51946,45343,187403.0,0.07125000000000001
Washington,2010,1034735.0,11919090,1400984,6931430,3586676,11820814,5934710,3402730,503236.0,1516372,960084.0,53934.11,0.8285793285271135,0.31422831077747915,19.3530216777472,66046.0,10241.7214358327,0.244,6741385.999999999,52679,42206,249426.0,0.09991666666666664
West Virginia,2010,281828.0,3176874,513794,1677745,985335,3484593,1978226,1094980,204402.0,191662,268872.0,20338.46,0.8366174027212867,0.1796952712760422,13.9085751821918,17651.0,12378.2935374453,0.105,1854315.0,35368,32080,41301.0,0.08624999999999998
Wisconsin,2010,864898.0,11289720,1115342,4951919,5222459,11116821,5994721,3455651,485711.0,617744,817284.0,57625.42,0.8695995000000001,0.26064517925841846,15.137173837518196,64687.0,12194.3465625168,0.181,5690403.0,44126,38596,142781.0,0.08641666666666667
Wyoming,2010,87379.0,1718605,123942,880916,713747,1696177,787627,504838,49289.0,340678,80717.0,7127.45,0.8611509467964852,0.24205934165885296,12.488197041017498,5695.0,16534.987648203,0.117,564376.0,64603,45461,13869.0,0.06449999999999999
Alabama,2011,746933.0,7376725,1077070,3965614,2334041,7411768,3844055,2295909,559140.0,564183,709225.0,47722.67,0.8183090000000001,0.224775,15.603087589189801,46035.0,9295.95664281434,0.249,4798649.0,36201,34717,173192.0,0.09616666666666668
Alaska,2011,131704.0,2357828,420152,1416163,521513,2443898,1215062,908567,81031.0,180137,119949.0,8087.87,0.7985559999999999,0.257626,16.2177433613547,8064.0,18351.717521613402,0.11,722258.9999999999,70573,51438,19094.0,0.07566666666666667
Arizona,2011,946571.0,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633.0,741124,964683.0,50800.15,0.81119,0.26371,21.266059253762,64472.0,8645.545480743409,0.2,6465488.0,38257,34930,229896.0,0.095
Arkansas,2011,475551.0,5176362,827026,3701224,648112,5669431,2559292,1655684,676591.0,605857,443118.0,33982.96,0.8449260000000001,0.20352,14.216360199347,28205.0,10331.6416439865,0.172,2938640.0,35146,33790,110430.0,0.08291666666666668
California,2011,6202604.0,70953331,9990221,37752712,23210398,69847705,34225248,20266047,3486160.0,6523770,6029786.0,268688.93,0.8437379999999999,0.303327,23.4019094124942,410467.0,9540.4438689864,0.198,37672654.0,52099,45854,973822.0,0.1170833333333333
Colorado,2011,834832.0,8747471,969288,3493923,4284260,8676451,4204486,2804955,338267.0,827354,763147.0,48077.76,0.8422459999999999,0.368186,17.768402687646,50122.0,9709.08847443546,0.239,5116411.0,49285,42972,132781.0,0.08358333333333334
Connecticut,2011,530132.0,9783168,796156,3185501,5801511,9439182,5363942,2844490,333756.0,516116,537104.0,43804.81,0.856183,0.361869,12.6569890384184,38854.0,16931.611542643503,0.142,3591927.0,63638,63813,77205.0,0.08825
Delaware,2011,119878.0,1759170,192182,1010026,556962,1808905,964284,497158,89576.0,182497,121959.0,8587.21,0.841068,0.281933,15.0160529438549,8043.0,13228.250182438402,0.245,907884.0,63793,43714,31163.0,0.075
District of Columbia,2011,44199.0,1283071,155505,0,1127566,1297175,525185,389526,56132.0,326332,69575.0,6278.06,0.8976559999999999,0.5252519999999999,11.772904368547001,3477.0,21303.6561408552,,620336.0,166870,65790,29654.0,0.10158333333333333
Florida,2011,2636404.0,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138.0,2217069,2541022.0,175006.3,0.8241280000000001,0.25861799999999996,15.2460568562389,155493.0,9393.893586124008,0.218,19097369.0,37876,40493,671200.0,0.09991666666666668
Georgia,2011,1666039.0,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605.0,1368395,1621397.0,111133.3,0.7951210000000001,0.276346,15.162116125409801,92338.0,9576.86906414654,0.252,9810595.0,42140,36672,357235.0,0.10233333333333333
Hawaii,2011,179601.0,2499513,347363,2088870,63280,2259104,1253534,786284,133810.0,85476,169926.0,11458.37,0.8959809999999999,0.297056,15.9451998844513,10716.0,12602.901009851299,0.153,1378322.9999999998,49331,42858,43874.0,0.068
Idaho,2011,265713.0,2089982,292602,1320153,477227,1960818,1104553,613667,98963.0,83524,263001.0,15990.44,0.850468,0.25561500000000004,17.5025202558529,17525.0,7154.90238820385,0.255,1583180.0,34270,33316,32875.0,0.08316666666666668
Illinois,2011,2072114.0,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651.0,1884866,1863017.0,131777.31,0.84875,0.309595,15.8077061976755,134956.0,13179.9479564599,0.189,12862298.0,51198,43716,344468.0,0.09691666666666668
Indiana,2011,1023220.0,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684.0,843671,976225.0,62338.58,0.805253,0.22767,16.6953594387296,66133.0,9923.88945786064,0.322,6515358.0,43058,37265,206016.0,0.09108333333333336
Iowa,2011,493493.0,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237.0,861361,459613.0,34658.15,0.8745080000000001,0.257533,14.3074572647415,33853.0,10565.1294415084,0.177,3063690.0,46523,40878,72043.0,0.05525
Kansas,2011,482692.0,5538869,612100,2945175,1981594,5662146,2839803,1530694,220493.0,851777,443131.0,37407.3,0.8532559999999999,0.30487400000000003,12.9950036490204,31370.0,10699.7079418953,0.26,2868756.0,45476,42532,88655.0,0.06491666666666666
Kentucky,2011,672958.0,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989.0,733357,593323.0,41859.68,0.834153,0.20743000000000006,16.2922172362522,43031.0,10468.9240498009,0.197,4368505.0,37926,34490,119037.0,0.09375
Louisiana,2011,665109.0,8022917,1497262,3269321,3256334,8218870,4162557,2582814,406798.0,809639,654093.0,48657.02,0.800873,0.21071700000000002,14.456084651300099,35844.0,11500.044145098602,0.166,4574388.0,45712,38156,168529.0,0.07833333333333332
Maine,2011,186835.0,2654366,289290,1043281,1321795,2728535,1431522,874220,145034.0,164850,165067.0,14888.04,0.882719,0.285586,12.692671432908599,13653.0,14405.532535273602,0.13699999999999998,1327967.9999999998,37780,38942,33829.0,0.07891666666666666
Maryland,2011,851971.0,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356.0,989839,798953.0,57589.05,0.862513,0.37017,14.8307013225605,58745.0,14876.1352044488,0.21,5843115.0,54209,52093,166846.0,0.0725
Massachusetts,2011,924903.0,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972.0,817228,910568.0,69342.38,0.8853030000000001,0.391865,13.748720479452803,64724.0,15333.6881770499,0.116,6612178.000000001,61769,55230,148829.0,0.07241666666666667
Michigan,2011,1455966.0,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583.0,1273466,1452125.0,86997.36,0.8591030000000001,0.257527,18.0871810362981,106017.0,11559.916991305801,0.276,9876199.0,39757,37400,251329.0,0.10391666666666667
Minnesota,2011,798891.0,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204.0,1016875,786838.0,52832.26,0.8752119999999999,0.326484,15.894417539586597,59357.0,11368.1170723834,0.229,5345967.0,50875,44639,136183.0,0.06491666666666668
Mississippi,2011,490526.0,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243.0,368906,460894.0,32006.66,0.8157519999999999,0.200697,15.3286534739957,27321.0,8435.73839971881,0.14800000000000002,2977452.0,31167,31764,89809.0,0.09983333333333333
Missouri,2011,896702.0,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640.0,849819,839997.0,66251.53,0.846108,0.26350300000000004,13.8349106805533,62994.0,10347.521287575999,0.231,6010280.0,41598,38119,199085.0,0.08491666666666665
Montana,2011,141529.0,1631810,264517,713642,653651,1655584,902615,540180,72488.0,103728,130949.0,10152.67,0.8751950000000001,0.29368700000000003,14.0208437780407,9732.0,11598.546380652,0.151,996866.0,38542,37817,23885.0,0.06941666666666667
Nebraska,2011,297659.0,3879388,571969,1153077,2154342,3676326,2101943,951912,171112.0,349683,271468.0,22181.96,0.8535550000000001,0.28142399999999995,13.582929551761902,20331.0,12323.8452598465,0.163,1841641.0,51360,44882,50894.0,0.04391666666666666
Nevada,2011,429610.0,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940.0,323746,406965.0,21131.5,0.789482,0.223633,20.8046754844663,21182.0,9035.167262541,0.215,2718170.0,44555,37989,70075.0,0.13016666666666668
New Hampshire,2011,189275.0,2947007,184768,1061011,1701228,3001244,1654129,855476,77384.0,206241,188913.0,15049.2,0.8917449999999999,0.334519,12.751508385827801,14495.0,13963.626833516,0.223,1318345.0,48504,49562,32756.0,0.054083333333333344
New Jersey,2011,1399409.0,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456.0,917304,1339012.0,109719.1,0.8654700000000001,0.352352,12.3627609048926,95186.0,17654.2708362584,0.244,8844694.0,54302,53562,189719.0,0.09341666666666668
