state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,state_tax_collection,income_per_capita,known_property_crimes,unemployment_rate
Connecticut,2002,543829.0,6644334,288620,2490036,3865678,6475918,3570517,1847167,241930.0,542302,557701.0,,,,,,11021.798642,0.133,3458749.0000000005,61233,149454000.0,45017,91923.0,0.043083333333333335
Delaware,2002,111331.0,1180255,86532,764350,329373,1246284,645895,352551,51060.0,154186,109945.0,,,,,,9958.9256846,0.24,806169.0,67853,251643000.0,37850,27349.0,0.04016666666666667
District of Columbia,2002,68449.0,1138126,141514,0,996612,1145684,452905,431693,42192.0,218894,61236.0,,,,,,14556.748775999999,,579736.0,148686,,45551,36580.0,0.064
Florida,2002,2500179.0,18541689,1762460,8542871,8236358,19051049,8781232,5589428,1245146.0,2999914,2362841.0,,,,,,6678.811552800001,0.19,16689369.999999998,40254,1218864000.0,31319,772250.0,0.05641666666666667
Georgia,2002,1470634.0,13042229,904826,6361710,5775693,12690343,6894589,3341604,616115.0,1659378,1400007.0,,,,,,7869.551073199999,0.3,8508256.0,44771,568080000.0,29930,333027.0,0.04999999999999999
Hawaii,2002,184546.0,1889600,170152,1684226,35222,1436637,815123,457784,121615.0,42115,169797.0,,,,,,7919.167512399999,0.195,1239613.0,44658,52640000.0,31399,71976.0,0.042416666666666665
Idaho,2002,244937.0,1625444,138930,988386,498128,1666027,896815,499035,67785.0,167918,234244.0,,,,,,6390.9128185,0.268,1340372.0,33638,76769000.0,26182,39207.0,0.055333333333333325
Illinois,2002,2047836.0,19084554,1438287,6808150,10838117,20563001,9904454,6025120,683101.0,2897117,1855417.0,,,,,,8967.3644978,0.20199999999999999,12525556.0,48918,1383823000.0,34483,188034.0,0.06533333333333333
Indiana,2002,994348.0,9273957,523331,4446730,4303896,9353054,4586033,2650367,365778.0,875596,942506.0,,,,,,8267.6921984,0.242,6155967.0,40969,709412000.0,28941,181623.0,0.05191666666666667
Iowa,2002,485932.0,4191217,273857,1951680,1965680,4418238,2109878,1180608,278099.0,459382,459761.0,,,,,,7713.565997399999,0.201,2934234.0000000005,40072,88310000.0,28956,90224.0,0.04008333333333334
Kansas,2002,470204.0,3823261,282329,2281992,1258940,3690815,1958937,1195259,166405.0,231630,419285.0,,,,,,8342.2120144,0.27,2713535.0,40169,121931000.0,29385,89732.0,0.05058333333333335
Kentucky,2002,654363.0,4621025,486226,2743882,1390917,4541670,2598897,1424273,277021.0,146218,569538.0,,,,,,7535.704936499999,0.201,4089875.0,36161,302129000.0,25965,55756.0,0.05683333333333334
Louisiana,2002,725027.0,5229238,667687,2536111,2025440,5298267,2882613,1536497,329637.0,443002,674949.0,,,,,,7061.3289219,0.191,4497267.0,41756,264419000.0,25868,184622.0,0.061583333333333344
Maine,2002,205344.0,2041986,141528,853761,1046697,2057022,1180701,548552,78092.0,140092,188776.0,,,,,,9517.1476766,0.185,1295960.0,37584,77366000.0,29442,32889.0,0.043500000000000004
Maryland,2002,860640.0,8430663,527311,3133775,4769577,8568446,4482809,2469485,392195.0,941083,809398.0,,,,,,9265.992745200001,0.171,5440389.0,47714,359420000.0,37792,219657.0,0.04433333333333332
Massachusetts,2002,959641.0,11217085,600037,4681737,5935311,11507438,6256148,3256542,351743.0,1154305,921201.0,,,,,,10808.270134999999,0.182,6417206.0,55234,812257000.0,39856,161617.0,0.052583333333333336
Michigan,2002,1724961.0,18055855,1254550,11203813,5597492,18881772,8402799,5841256,862090.0,2353031,1591900.0,,,,,,9428.4141315,0.31,10015710.0,41907,2065241000.0,30729,330493.0,0.06275000000000001
Minnesota,2002,832265.0,8065042,409915,4771002,2884125,8716123,4113812,2071915,595228.0,1283085,813660.0,,,,,,8050.4535604,0.24100000000000002,5018935.0,47944,533901000.0,33754,163021.0,0.04491666666666666
Mississippi,2002,492198.0,3029559,438583,1639832,951144,3026111,1586661,875637,196509.0,299474,461269.0,,,,,,5719.473468,0.20600000000000002,2858680.9999999995,29056,195814000.0,23055,82958.0,0.066
Missouri,2002,909918.0,7455539,544538,3347137,3563864,7636924,3901665,2224948,432144.0,828732,849040.0,,,,,,7699.579184199999,0.249,5674825.0,41421,300459000.0,29162,228903.0,0.05374999999999999
Montana,2002,151751.0,1168799,151981,554360,462458,1163960,662030,361751,47877.0,70448,133988.0,,,,,,7860.956563500001,0.204,911666.9999999999,32851,68173000.0,24928,20612.0,0.044
Nebraska,2002,283789.0,2528312,199359,879775,1449178,2562812,1338653,667614,107557.0,365430,269499.0,,,,,,8237.6708547,0.163,1728292.0000000002,42746,107628000.0,30534,65586.0,0.03650000000000001
Nevada,2002,354869.0,2592064,152525,1582993,856546,2913023,1343669,738868,87437.0,604874,346512.0,,,,,,6477.468760899999,0.161,2173791.0,48489,,32441,83904.0,0.05616666666666666
New Hampshire,2002,203072.0,1887115,85440,943592,858083,1956047,1047490,523976,57559.0,186830,200184.0,,,,,,8230.3864433,0.28300000000000003,1269089.0,45311,377313000.0,37131,18909.0,0.04466666666666667
New Jersey,2002,1326196.0,18071365,720470,7336383,10014512,18155147,9328162,5983500,611449.0,1406121,1312610.0,,,,,,12197.34965,0.223,8552643.0,54842,1101296000.0,41308,227384.0,0.05783333333333333
New Mexico,2002,317548.0,2537261,352892,1832491,351878,2542682,1195658,814180,123712.0,373224,320189.0,,,,,,6886.2504983,0.226,1855309.0,38421,124327000.0,25074,72907.0,0.05541666666666667
New York,2002,2846068.0,35748163,2206496,17337735,16203932,39585780,23167459,9379511,1183476.0,4809068,2614977.0,,,,,,12342.921570999999,0.203,19137800.0,55039,2257935000.0,37096,442210.0,0.06141666666666667
North Carolina,2002,1296156.0,9701231,777970,5929203,2994058,9882399,5339340,2625671,523333.0,1133555,1242234.0,,,,,,6970.239276800001,0.23600000000000002,8326200.999999999,42443,668124000.0,27777,342626.0,0.06625
North Dakota,2002,105936.0,846759,111063,303280,432416,838666,435631,224356,58523.0,57468,97879.0,,,,,,7112.378494,0.16699999999999998,638168.0,37893,49990000.0,27309,13777.0,0.03741666666666666
Ohio,2002,1796603.0,17589983,982401,7811620,8795962,17608944,8477091,5665971,784876.0,2128307,1683337.0,,,,,,8927.9200878,0.191,11407889.0,42818,761050000.0,29577,374781.0,0.05750000000000001
Oklahoma,2002,622115.0,4370415,497834,2345888,1526693,4467944,2193731,1439564,445761.0,341768,581767.0,,,,,,6671.6940939,0.22,3489080.0,35316,173701000.0,25697,148128.0,0.04666666666666667
Oregon,2002,549604.0,4772603,395295,2662513,1714795,4980466,2475697,1597299,171505.0,557041,487544.0,,,,,,8725.0110426,0.187,3513424.0000000005,37669,196257000.0,28915,158448.0,0.07508333333333334
Pennsylvania,2002,1766513.0,18586743,1290818,6637673,10658252,20018554,9673879,5448465,757486.0,2252267,1694148.0,,,,,,9195.6498688,0.184,12331031.0,42756,1198438000.0,31908,272339.0,0.056083333333333346
Rhode Island,2002,156624.0,1633707,96488,676371,860848,1600087,964169,484397,56173.0,27003,144813.0,,,,,,10551.538987,0.154,1065995.0,43041,28273000.0,32730,35342.0,0.049833333333333334
South Carolina,2002,674347.0,5627004,494207,2857497,2275300,5897462,2832106,1620800,315248.0,956612,629997.0,,,,,,7549.297214,0.19399999999999998,4107795.0,36341,159837000.0,25948,184733.0,0.05858333333333334
South Dakota,2002,127129.0,930874,127130,346086,457658,981977,485846,271549,42634.0,149374,118383.0,,,,,,6889.531984,0.138,760020.0,40062,40547000.0,27856,14375.0,0.03191666666666667
Tennessee,2002,897695.0,5785857,550490,2544653,2690714,6363357,3478604,1624709,328546.0,762594,850322.0,,,,,,6476.2712202,0.16899999999999998,5795918.000000001,39514,502977000.0,28090,249914.0,0.05174999999999999
Texas,2002,4112315.0,32802734,2941562,12930564,16930608,35668486,16826484,9580137,1582967.0,5399775,3940776.0,,,,,,7302.2414492,0.278,21690325.0,44661,,29204,1000964.0,0.06366666666666666
Utah,2002,480526.0,2865058,238599,1680625,945834,2924051,1534954,683525,200572.0,426219,451063.0,,,,,,5294.092044,0.312,2324815.0,38764,110989000.0,25084,97286.0,0.05791666666666667
Vermont,2002,96427.0,1387074,68819,766164,552091,1392880,628188,326292,31686.0,65657,95868.0,,,,,,10228.763257999999,0.314,615442.0,38541,37306000.0,31089,14967.0,0.03991666666666667
Virginia,2002,1162045.0,9914221,624507,4002347,5287367,10209197,5373701,3003921,399357.0,1127185,1109459.0,,,,,,7928.286361399999,0.16699999999999998,7286873.000000001,47962,308554000.0,34364,204140.0,0.04225
Washington,2002,1009200.0,8250593,640386,5194962,2415245,8362656,4182265,2430537,382728.0,1037135,933702.0,,,,,,7625.941889300001,0.22899999999999998,6052349.0,48855,,33505,281622.0,0.07383333333333332
West Virginia,2002,282145.0,2413744,258017,1451026,704701,2427316,1346601,710125,163018.0,194544,260365.0,,,,,,8450.7752541,0.129,1805414.0,32506,220158000.0,24481,36526.0,0.05916666666666667
Wisconsin,2002,875216.0,8624767,450159,4682300,3492308,8863966,4642886,2601068,325160.0,863118,831939.0,,,,,,9236.9652393,0.179,5445161.999999999,42694,445016000.0,31538,161510.0,0.05383333333333333
Wyoming,2002,87897.0,908719,75498,443525,389696,868607,463839,272836,27488.0,92550,79921.0,,,,,,9320.843614700001,0.142,500017.0,53921,,31416,16300.0,0.04033333333333333
Alabama,2003,727900.0,5196054,567704,2966981,1661369,5298932,2817111,1521462,424662.0,432279,706446.0,,,,,,6642.056951,0.231,4503491.0,34855,242411000.0,26513,172698.0,0.06025000000000001
Alaska,2003,133303.0,1425948,259423,813371,353154,1610289,763525,514052,55715.0,247005,122341.0,,,,,,10769.631946,0.155,648414.0,59008,207075000.0,35591,23791.0,0.07816666666666666
Arizona,2003,875111.0,6529894,740579,2912629,2876686,6210287,2810907,1964229,303924.0,864642,878891.0,,,,,,6784.0047182,0.188,5510364.000000001,40769,389406000.0,28166,309177.0,0.057666666666666665
Arkansas,2003,450158.0,3241275,379947,2394336,466992,3242799,1768713,972598,170767.0,247245,425571.0,,,,,,6980.8404633,0.17300000000000001,2724816.0,33678,176875000.0,25467,88977.0,0.05933333333333335
California,2003,6226552.0,59815855,5795655,33617766,20402434,59749885,29561563,17030335,2995767.0,7341541,6384882.0,,,,,,7601.4971233999995,0.24,35253159.0,49501,6803559000.0,35234,1208962.0,0.06799999999999998
Colorado,2003,751049.0,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480.0,821129,673285.0,,,,,,7826.198734299999,0.23399999999999999,4528732.0,50743,199853000.0,35132,165256.0,0.0595
Connecticut,2003,548466.0,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325.0,539870,561530.0,,,,,,11301.732737,0.138,3484336.0,61419,344684000.0,45468,85955.0,0.054083333333333324
Delaware,2003,111282.0,1242436,91986,794472,355978,1317447,673997,367660,53399.0,171247,108751.0,,,,,,10257.360306999999,0.247,818003.0,67956,208283000.0,38187,27942.0,0.042416666666666665
District of Columbia,2003,67522.0,1114061,152599,0,961462,1105963,473414,406078,32193.0,194278,65625.0,,,,,,14735.089571,,577844.0,152623,,46452,32696.0,0.06833333333333333
Florida,2003,2536699.0,19549835,1956803,8689141,8903891,20180142,9622598,5938231,1225274.0,2924134,2418329.0,,,,,,6921.804184899999,0.204,17004085.0,40983,1226980000.0,32144,757379.0,0.05224999999999999
Georgia,2003,1495819.0,13524807,1051973,6551699,5921135,13516783,7352918,3615906,649880.0,1705482,1424004.0,,,,,,8307.513080300001,0.26899999999999996,8622793.0,45453,484139000.0,30647,346274.0,0.04825
Hawaii,2003,183829.0,2078877,170377,1873318,35182,1602392,888473,521929,128941.0,63049,167739.0,,,,,,8769.8341137,0.20199999999999999,1251154.0,46437,30603000.0,32581,65867.0,0.04125
Idaho,2003,248515.0,1685984,162530,994022,529432,1726941,924434,510284,69672.0,185850,237095.0,,,,,,6454.2188829,0.266,1363380.0,34034,93490000.0,26689,39733.0,0.05600000000000001
Illinois,2003,2062664.0,19627346,1618724,6792637,11215985,21278177,10409933,6336325,706758.0,2727980,1862274.0,,,,,,9308.5820255,0.223,12556006.000000002,49495,1293188000.0,34984,184806.0,0.06758333333333333
Indiana,2003,999713.0,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679.0,859389,943735.0,,,,,,8582.1038391,0.248,6196638.000000001,42099,729164000.0,29406,185379.0,0.053
Iowa,2003,482210.0,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796.0,459042,457771.0,,,,,,7943.3056283999995,0.183,2941999.0000000005,41665,140031000.0,29478,85155.0,0.044916666666666674
Kansas,2003,470264.0,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265.0,235653,415529.0,,,,,,8373.004197600001,0.249,2723004.0000000005,40944,124519000.0,30147,84632.0,0.05508333333333334
Kentucky,2003,660782.0,4872025,503734,2904331,1463960,4700494,2688476,1473773,282473.0,127011,570911.0,,,,,,7728.416330399999,0.192,4117170.0,36731,369572000.0,26483,46917.0,0.06133333333333333
Louisiana,2003,723252.0,5478321,739078,2638985,2100258,5515322,3009591,1645457,337709.0,409705,674333.0,,,,,,7491.8006146,0.2,4521042.0,43275,198716000.0,26503,178515.0,0.06425
Maine,2003,203848.0,2162605,163516,874208,1124881,2154117,1255095,569146,79491.0,137716,187492.0,,,,,,10113.934727,0.177,1306513.0,38136,91188000.0,30668,32055.0,0.04958333333333333
Maryland,2003,866743.0,8700979,571108,3317403,4812468,8732518,4738579,2630831,385935.0,674852,808557.0,,,,,,9801.1796706,0.18100000000000002,5496269.0,48471,379020000.0,39069,209418.0,0.04424999999999999
Massachusetts,2003,967200.0,11591832,712487,4757632,6121713,11382398,6521028,3444135,356389.0,424368,932417.0,,,,,,11161.320893,0.184,6422565.0,56380,1184610000.0,40805,159697.0,0.05716666666666666
Michigan,2003,1764327.0,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762.0,2453532,1590555.0,,,,,,9846.5342547,0.315,10041152.0,42581,1843072000.0,31306,325465.0,0.07175000000000001
Minnesota,2003,825674.0,8484497,463746,6064474,1956277,8938770,4318736,2130933,613899.0,1204124,792896.0,,,,,,8440.138554199999,0.264,5053572.0,49769,596584000.0,35174,147412.0,0.04883333333333334
Mississippi,2003,491623.0,3260771,482904,1754451,1023416,3205193,1702193,965269,203597.0,267397,463470.0,,,,,,6186.261905699999,0.198,2868312.0,30139,288778000.0,23862,81784.0,0.063
Missouri,2003,921625.0,7622601,559732,3430809,3632060,7905481,4087984,2334521,448752.0,767068,851749.0,,,,,,8001.928173,0.25,5709403.0,42043,205729000.0,30138,233322.0,0.05625
Montana,2003,149801.0,1205602,171819,553269,480514,1214879,687104,384824,48570.0,75983,132356.0,,,,,,8390.9836478,0.191,919630.0,33848,44137000.0,26383,19965.0,0.047083333333333324
Nebraska,2003,283934.0,2600831,225861,878715,1496255,2623966,1414919,683210,112145.0,329746,260352.0,,,,,,8550.0235808,0.161,1738642.9999999998,44904,111597000.0,32253,63408.0,0.03941666666666666
Nevada,2003,369498.0,2778564,191839,1663026,923699,3009028,1406660,767835,88985.0,576610,364409.0,,,,,,6496.2952914,0.18600000000000003,2248850.0,49271,,33405,96128.0,0.05075
New Hampshire,2003,203702.0,2028602,101294,957471,969837,2122604,1119824,570036,60830.0,214807,202352.0,,,,,,8899.7842685,0.275,1279840.0,46621,396162000.0,37603,18271.0,0.04333333333333333
New Jersey,2003,1350330.0,19785039,797717,8135014,10852308,19812932,10169992,6429003,677268.0,1626453,1336869.0,,,,,,13092.972382,0.22699999999999998,8601402.0,55897,2397043000.0,42211,219944.0,0.058333333333333334
New Mexico,2003,320264.0,2626262,383513,1905419,337330,2658140,1239571,851701,131177.0,399406,319637.0,,,,,,7125.8150624,0.22699999999999998,1877573.9999999998,39578,101546000.0,25861,70582.0,0.05841666666666668
New York,2003,2879228.0,38033080,2591430,17509618,17932032,41603390,24786376,10000845,1156927.0,4489672,2599902.0,,,,,,13211.192703,0.203,19175939.0,54756,2089104000.0,37755,421205.0,0.06391666666666666
North Carolina,2003,1314632.0,9907235,888996,5970302,3047937,9989670,5517870,2721749,528694.0,940500,1264266.0,,,,,,7057.4207734,0.23399999999999999,8422501.0,42871,898369000.0,28535,341055.0,0.06383333333333333
North Dakota,2003,103785.0,882913,126023,306647,450243,895278,448720,239435,60008.0,81014,96231.0,,,,,,7315.2230305,0.175,638817.0,40213,55989000.0,29616,12340.0,0.03716666666666667
Ohio,2003,1803966.0,18018740,1097349,7844992,9076399,18760200,8958790,6097596,800930.0,2324140,1700533.0,,,,,,9426.8074848,0.19,11434788.0,43445,794645000.0,30393,363005.0,0.0625
Oklahoma,2003,624202.0,4426835,563974,2272785,1590076,4376502,2158574,1402007,453806.0,307213,583932.0,,,,,,6539.6805955,0.218,3504892.0000000005,35780,104448000.0,26720,151208.0,0.05441666666666667
Oregon,2003,552135.0,4592019,407432,2348070,1836517,4978764,2458415,1546156,175667.0,606048,486073.0,,,,,,8513.5848764,0.151,3547375.9999999995,38870,225501000.0,29832,166547.0,0.08141666666666666
Pennsylvania,2003,1757066.0,19811545,1419644,6912678,11479223,20626459,10151195,5765734,810211.0,1848552,1701096.0,,,,,,9647.5861648,0.18100000000000002,12374658.000000002,43553,1189314000.0,32963,269792.0,0.05666666666666667
Rhode Island,2003,157286.0,1728055,109011,713197,905847,1646238,971700,525727,64258.0,31360,143792.0,,,,,,11377.338934000001,0.16,1071341.9999999998,44625,67118000.0,34272,32231.0,0.053333333333333316
South Carolina,2003,691736.0,5709707,535356,2761951,2412400,6024747,2888468,1731328,324241.0,865462,635750.0,,,,,,7759.163697600001,0.182,4150297.0000000005,37283,173886000.0,26575,187432.0,0.06900000000000002
South Dakota,2003,127632.0,965778,148498,328576,488704,993823,499480,295468,42694.0,122247,116651.0,,,,,,7192.156601899999,0.155,763728.9999999999,40909,43976000.0,30278,14495.0,0.035333333333333335
Tennessee,2003,905050.0,5994756,608447,2648909,2737400,6482671,3621601,1716956,341055.0,635950,859522.0,,,,,,6673.6758228,0.16399999999999998,5847812.0,40463,612943000.0,29041,256291.0,0.05625
Texas,2003,4201914.0,35143236,3360082,13675228,18107926,37333674,18009879,10264033,1731131.0,4764154,4016791.0,,,,,,7714.115870300001,0.28800000000000003,22030931.0,44330,,29789,1015118.0,0.06691666666666667
Utah,2003,483066.0,2875622,263030,1607204,1005388,2957874,1508566,705128,205147.0,469251,456183.0,,,,,,5247.3745573999995,0.305,2360137.0,39094,148218000.0,25657,96154.0,0.056500000000000015
Vermont,2003,94901.0,1451171,79956,779124,592091,1440961,662999,345187,32289.0,46411,95160.0,,,,,,10902.630346,0.38,617858.0000000001,39886,41641000.0,32200,13522.0,0.04300000000000001
Virginia,2003,1175458.0,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933.0,1069375,1118446.0,,,,,,8299.836806,0.16899999999999998,7366977.0,49191,328444000.0,36008,196512.0,0.04125
Washington,2003,1014577.0,8565636,702469,5334268,2528899,8802387,4332487,2514359,396084.0,1189781,937656.0,,,,,,7882.1353719,0.23600000000000002,6104115.0,49149,,34471,288744.0,0.07416666666666667
West Virginia,2003,281591.0,2497707,267470,1519848,710389,2524444,1420396,761887,164473.0,166233,266078.0,,,,,,9025.147896200002,0.125,1812295.0,32396,182364000.0,24834,36715.0,0.060416666666666674
Wisconsin,2003,875390.0,8931497,530014,4838109,3563374,9128279,4844788,2757563,346325.0,733156,826864.0,,,,,,9537.6648673,0.183,5479203.0,43568,526500000.0,32080,154878.0,0.057
Wyoming,2003,85966.0,962240,84308,489199,388733,915515,473447,292271,27608.0,110312,78652.0,,,,,,9906.4300246,0.14400000000000002,503453.00000000006,54930,,33264,16331.0,0.04266666666666668
Alabama,2004,730418.0,5356113,625666,2971520,1758927,5450269,2875595,1580654,433522.0,449619,706446.0,,,,,36464.0,6812.23858157594,0.23399999999999999,4530729.0,36702,292051000.0,28371,175546.0,0.057
Alaska,2004,133153.0,1477152,286447,809810,380895,1647250,775069,527349,54475.0,255826,122341.0,,,,,7236.0,11074.338488323601,0.135,659286.0,60137,339564000.0,36791,21605.0,0.0745
Arizona,2004,895927.0,7117923,835464,3181009,3101450,6731212,3224647,2115629,332228.0,829146,878891.0,,,,,45508.0,6908.462428219201,0.188,5652404.0,41063,525650000.0,29978,301799.0,0.05041666666666665
Arkansas,2004,453491.0,3385818,423001,2430731,532086,3539569,1863515,1036279,182711.0,362154,425571.0,,,,,27181.0,7306.99318797568,0.163,2749685.9999999995,34936,181830000.0,26807,99923.0,0.057
California,2004,6284502.0,60162326,6634068,31756690,21771568,62647953,29624968,17338877,3048006.0,9242549,6373959.0,,,,,343480.0,7708.18722460337,0.235,35574576.0,51520,6925916000.0,37551,1223227.0,0.06208333333333333
Colorado,2004,756319.0,6527456,435102,2834744,3257610,6869975,3232723,2190563,245429.0,859189,673285.0,,,,,44777.0,8415.73865747789,0.24,4575013.0,50083,239591000.0,35947,172467.0,0.054749999999999986
Connecticut,2004,552505.0,7276945,358769,2520724,4397452,7087023,3896977,2044339,267004.0,587992,561530.0,,,,,34573.0,11754.9681530818,0.14400000000000002,3496094.0,65034,379822000.0,47710,89898.0,0.04958333333333332
Delaware,2004,111520.0,1334523,104492,827110,402921,1373416,709545,393664,57010.0,158252,108751.0,,,,,6951.0,11049.3774769887,0.318,830803.0,69500,217768000.0,39000,27256.0,0.03991666666666667
District of Columbia,2004,65099.0,1081501,167020,0,914481,1087040,515377,397800,36180.0,128227,65625.0,,,,,3031.0,15413.876266666699,,579890.0,160065,,51060,26906.0,0.07783333333333334
Florida,2004,2592997.0,21623923,2174314,9593760,9855849,21896220,10411050,6317387,1298226.0,3365514,2418329.0,,,,,131418.0,7269.02086854187,0.20600000000000002,17415318.0,41736,1441338000.0,34063,726784.0,0.04608333333333334
