state,year,enroll,total_revenue,federal_revenue,state_revenue,local_revenue,total_expenditure,instruction_expenditure,support_services_expenditure,other_expenditure,capital_outlay_expenditure,avg_attendence_elem_secd_schools,teachers_elem_secd_schools,high_school_completers_18_to_24,bachelor_completers_over_25,pupil_teacher_ratio,pub_high_school_graduates,expenditure_per_pupil,edu_expenditure_percent_gov_income,population,gdp_per_capita,state_tax_collection,income_per_capita,known_property_crimes,unemployment_rate
Iowa,2014,501763.0,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833.0,801317,471430.0,35684.09,0.897269,0.184405,14.1606805722102,32600.0,11358.7230405362,0.17300000000000001,3105563.0,49566,388699000.0,44351,65056.0,0.04241666666666667
Kansas,2014,496034.0,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811.0,813093,454681.0,37659.08,0.8646689999999999,0.200731,13.204650777448599,32150.0,11180.0899443786,0.259,2899553.0,46269,330181000.0,46565,79431.0,0.04533333333333332
Kentucky,2014,686789.0,7229857,825742,3966872,2437243,7346219,3659917,2345545,454067.0,620745,622088.0,41585.62,0.862663,0.13297599999999998,16.5595703514821,42400.0,10247.9383174085,0.18100000000000002,4410415.0,38334,674464000.0,37021,99166.0,0.06458333333333333
Louisiana,2014,665441.0,8352703,1272004,3455315,3625384,8140649,4026042,2731011,409510.0,706668,676421.0,46339.54,0.803489,0.150372,15.4684314950041,38190.0,11415.1826007767,0.18899999999999997,4648797.000000001,44453,481212000.0,42004,160824.0,0.06383333333333333
Maine,2014,178709.0,2675648,182961,1032280,1460407,2550302,1369822,886844,109348.0,66571,163539.0,14936.73,0.884435,0.19459800000000002,12.216194575385598,12730.0,14926.4921884077,0.17,1328902.9999999998,38055,182928000.0,41209,26421.0,0.05633333333333333
Maryland,2014,865768.0,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048.0,1131199,815029.0,59194.27,0.8752840000000001,0.208904,14.773625893181901,58130.0,15109.2125666694,0.188,5970245.0,54108,982784000.0,54036,149859.0,0.058083333333333334
Massachusetts,2014,920558.0,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065.0,1028761,912102.0,71859.02,0.898683,0.233379,13.3016564935063,65200.0,16646.1848521328,0.11800000000000001,6757925.0,62571,2194620000.0,59226,125267.0,0.05741666666666667
Michigan,2014,1363533.0,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071.0,856907,1412373.0,85038.32,0.866577,0.164465,18.085046835356103,102520.0,11677.917567101598,0.265,9914675.0,41566,881011000.0,40835,202547.0,0.07233333333333335
Minnesota,2014,804580.0,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403.0,1069928,800941.0,55689.64,0.8898820000000001,0.22308399999999998,15.393078497185499,56380.0,12140.418823608701,0.275,5452649.0,53105,1325656000.0,49248,125377.0,0.041666666666666664
Mississippi,2014,492421.0,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150.0,316494,456100.0,32311.15,0.826191,0.12937900000000002,15.193423941889998,26650.0,8925.68632098224,0.16399999999999998,2988578.0,31613,526302000.0,34257,87462.0,0.075
Missouri,2014,892992.0,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580.0,919482,847838.0,67355.55,0.86911,0.17080700000000001,13.625974400030902,60900.0,10763.788464305699,0.228,6058014.0,42483,357724000.0,41141,176237.0,0.06133333333333333
Montana,2014,144034.0,1729712,201528,822788,705396,1754324,949120,570780,77193.0,121753,133187.0,10234.46,0.8717969999999999,0.185087,14.122093398186099,9470.0,11840.0200770345,0.157,1019931.0,39174,150139000.0,40862,25312.0,0.04658333333333333
Nebraska,2014,307398.0,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887.0,307828,292297.0,22987.69,0.8865810000000001,0.207638,13.6001050997295,20580.0,12502.271573091799,0.142,1880920.0,53101,306591000.0,48425,47479.0,0.03266666666666667
Nevada,2014,435765.0,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754.0,161354,428067.0,21655.67,0.816955,0.151407,21.2041003580125,22720.0,8734.0934176192,0.196,2831730.0,43067,,40737,74538.0,0.07916666666666668
New Hampshire,2014,184846.0,3042994,161989,1003995,1877010,2960615,1682021,913353,75750.0,87603,181193.0,14772.8,0.893652,0.220335,12.5006769197444,13790.0,15012.8578311524,0.222,1328684.0,49544,542847000.0,52400,26041.0,0.042749999999999996
New Jersey,2014,1335350.0,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398.0,895858,1334583.0,115066.79,0.874646,0.23016899999999998,12.171878610674698,95230.0,19282.3683997174,0.235,8943010.0,55677,2368068000.0,57518,154993.0,0.06741666666666667
New Mexico,2014,326637.0,3601387,466320,2505492,629575,3576216,1709599,1088329,147184.0,562323,334150.0,22410.92,0.8193729999999999,0.15426399999999998,15.187462183614098,18590.0,9546.137127038759,0.185,2083207.0000000002,40814,205702000.0,36767,73877.0,0.06683333333333334
New York,2014,2619312.0,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933.0,4060304,2498180.0,203780.87,0.874632,0.19676100000000002,13.451630665822599,178820.0,22048.3159484104,0.193,19773580.0,63372,4861687000.0,56111,339282.0,0.06333333333333335
North Carolina,2014,1441391.0,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335.0,609013,1417740.0,99320.47,0.867366,0.185864,15.594922174653401,96220.0,8947.66394331824,0.228,9941160.0,43442,1360628000.0,39531,285697.0,0.06316666666666666
North Dakota,2014,103272.0,1568997,155894,901032,512071,1597210,758669,422005,100586.0,239992,99380.0,9049.0,0.886684,0.19084099999999998,11.7787600839872,6960.0,12584.7073052928,0.158,738658.0,70986,250438000.0,58202,15605.0,0.026750000000000003
Ohio,2014,1601566.0,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844.0,1546152,1583866.0,106526.0,0.861388,0.16595500000000002,16.191446219702197,119520.0,12446.8540299495,0.168,11593741.000000002,46662,-118000.0,42200,324528.0,0.05800000000000001
Oklahoma,2014,670069.0,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999.0,687788,639376.0,42073.15,0.837055,0.156858,16.3646173390868,37260.0,8525.57451640349,0.157,3875008.0,45414,397290000.0,45215,115982.0,0.045083333333333336
Oregon,2014,566538.0,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975.0,311077,525879.0,27850.15,0.86785,0.190481,21.591194302364602,34450.0,10739.1044898161,0.128,3960673.0,48466,495134000.0,41866,114305.0,0.06774999999999999
Pennsylvania,2014,1605292.0,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079.0,1566997,1640755.0,122029.58,0.877601,0.175073,14.2847332589361,127210.0,14788.6495473121,0.18899999999999997,12790341.0,49214,2301589000.0,47978,247016.0,0.05875000000000001
Rhode Island,2014,135084.0,2313010,186551,867512,1258947,2258076,1277445,782773,92710.0,37897,130705.0,9471.1,0.8837659999999999,0.17965699999999998,14.9886496816632,9730.0,16701.5511189319,0.134,1054782.0,46723,137528000.0,47831,22935.0,0.07708333333333332
South Carolina,2014,729386.0,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577.0,862750,688327.0,49475.0,0.850807,0.16507000000000002,15.291015664477,41720.0,10407.836863874301,0.184,4824758.0,36301,366263000.0,37042,167217.0,0.06449999999999999
South Dakota,2014,130653.0,1345549,186216,413544,745789,1355439,696235,413254,68154.0,146035,123988.0,9617.7,0.8148019999999999,0.19851,13.832829054763598,7960.0,9538.99744330096,0.14,849455.0,46874,24819000.0,46089,15902.0,0.03408333333333333
Tennessee,2014,992583.0,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241.0,549104,912575.0,65340.6,0.88039,0.163537,15.2351677211412,60980.0,9431.14115332986,0.183,6540007.0,41875,1176971000.0,40156,200447.0,0.06591666666666668
Texas,2014,4949469.0,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490.0,5766846,4780788.0,342257.43,0.839121,0.182122,15.2918959275771,304380.0,9272.65117445074,0.24100000000000002,26954436.0,52875,,45861,813934.0,0.051083333333333335
Utah,2014,570423.0,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794.0,490911,572091.0,27374.0,0.857014,0.208498,23.218272813618803,33400.0,7156.3326708513205,0.257,2938671.0,43145,307910000.0,37726,84711.0,0.03825000000000001
Vermont,2014,87990.0,1895044,102434,1495453,297157,1876197,955495,553032,59714.0,56780,84187.0,8275.73,0.921234,0.219469,10.5502475310335,6360.0,19032.1039352869,0.317,625665.0,43120,105817000.0,47203,9551.0,0.03949999999999999
Virginia,2014,1273211.0,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387.0,1041633,1191090.0,89967.71,0.890704,0.205437,14.231561523573301,83100.0,11716.3684280785,0.151,8316902.0,50879,740511000.0,50160,160720.0,0.05233333333333334
Washington,2014,1057773.0,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588.0,1525815,974361.0,59554.87,0.845521,0.212646,18.027711251825398,66240.0,11199.0616044772,0.23399999999999999,7046931.0,55197,,50942,261706.0,0.06125
West Virginia,2014,280265.0,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824.0,286099,270744.0,20029.09,0.8604,0.11700999999999999,13.995144062960401,17520.0,11799.9662965754,0.157,1847624.0,36059,203508000.0,35747,37648.0,0.06641666666666665
Wisconsin,2014,865119.0,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431.0,767074,829249.0,58376.0,0.891453,0.187924,14.927915581745902,60820.0,11963.0773386522,0.161,5751272.0,46423,981282000.0,44351,120238.0,0.05416666666666667
Wyoming,2014,92732.0,1772633,112709,965213,694711,1775999,865932,555761,50715.0,287977,85439.0,7614.59,0.88059,0.169025,12.353521332074301,5590.0,17165.215241283302,0.10099999999999999,583334.0000000001,60900,,56379,11477.0,0.04133333333333334
Alabama,2015,734974.0,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283.0,510091,,,,,,45210.0,,0.209,4850858.0,36911,533586000.0,38238,25447.0,0.06091666666666666
Alaska,2015,130755.0,2920986,344111,2026555,550320,2968341,1484610,1068849,92766.0,281914,,,,,,7450.0,,0.12300000000000001,737978.9999999999,67302,227852000.0,56507,,0.06533333333333333
Arizona,2015,944978.0,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876.0,497662,,,,,,65520.0,,0.14300000000000002,6802262.0,38647,690960000.0,39731,23053.0,0.060416666666666674
Arkansas,2015,479682.0,5308625,581412,4075118,652095,5350543,2620399,1772639,290396.0,511556,,,,,,30360.0,,0.146,2975625.9999999995,36338,476553000.0,39060,18035.0,0.050249999999999996
California,2015,6226523.0,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315.0,6373893,,,,,,420920.0,,0.214,39032443.99999999,57596,9007182000.0,54664,105500.0,0.062000000000000006
Colorado,2015,872320.0,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263.0,923360,,,,,,51890.0,,0.25,5440445.0,52858,673230000.0,51956,17928.0,0.03875
Connecticut,2015,505366.0,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941.0,530491,,,,,,36660.0,,0.142,3593862.0,63464,689685000.0,68155,,0.05733333333333335
Delaware,2015,121845.0,2017075,137544,1142333,737198,1975093,1072395,583951,122741.0,103129,,,,,,8150.0,,0.239,944107.0,64516,400746000.0,47069,4480.0,0.048499999999999995
District of Columbia,2015,46155.0,1382282,146366,0,1235916,1360942,557345,379854,41841.0,381902,,,,,,3920.0,,,672736.0000000001,159881,,73834,,0.06875
Florida,2015,2743641.0,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178.0,1681665,,,,,,162200.0,,0.188,20268567.0,39289,2237500000.0,45388,218337.0,0.05441666666666667
Georgia,2015,1717805.0,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277.0,1879063,,,,,,96530.0,,0.24600000000000002,10199533.000000002,44299,1000536000.0,41020,124515.0,0.05958333333333332
Hawaii,2015,182384.0,2703683,259390,2381547,62746,2521004,1377713,835930,145560.0,161801,,,,,,10900.0,,0.147,1426320.0,50994,72249000.0,48823,6005.0,0.03566666666666667
Idaho,2015,274131.0,2167967,232449,1381205,554313,2029520,1130814,663005,108684.0,75680,,,,,,18800.0,,0.251,1649323.9999999998,35738,217082000.0,38931,6488.0,0.04225
Illinois,2015,2047123.0,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075.0,2056951,,,,,,139000.0,,0.13699999999999998,12862051.000000002,53729,4054267000.0,50745,15715.0,0.05966666666666666
Indiana,2015,1004215.0,12456571,929878,7676341,3850352,11378564,5537406,3712136,547516.0,948358,,,,,,66840.0,,0.3,6610596.0,45012,903572000.0,41862,17990.0,0.04841666666666667
Iowa,2015,505311.0,6714410,458457,3460798,2795155,6772654,3383909,1912222,262267.0,842674,,,,,,32640.0,,0.159,3118473.0,51305,463238000.0,45800,5519.0,0.037750000000000006
Kansas,2015,496920.0,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584.0,963767,,,,,,31750.0,,0.302,2905789.0,46658,458306000.0,47009,7834.0,0.041499999999999995
Kentucky,2015,688475.0,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694.0,600859,,,,,,41640.0,,0.17,4422057.0,38610,751910000.0,38504,12335.0,0.05291666666666667
Louisiana,2015,661015.0,8448743,1235580,3480365,3732798,8437263,4100906,2774314,416066.0,780338,,,,,,37240.0,,0.188,4671210.999999999,44503,253650000.0,42835,61032.0,0.06333333333333332
Maine,2015,176176.0,2739589,183883,1060925,1494781,2596180,1406898,910381,109541.0,55686,,,,,,12650.0,,0.17600000000000002,1327787.0,38415,168966000.0,42875,3622.0,0.043750000000000004
Maryland,2015,874108.0,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104.0,1050651,,,,,,57350.0,,0.183,6000561.0,54908,1003588000.0,56197,51629.0,0.05075
Massachusetts,2015,916130.0,16985185,778939,6808436,9397810,16972319,9774884,5043032,497880.0,1034539,,,,,,65570.0,,0.11599999999999999,6794001.999999999,64592,2227381000.0,62755,,0.04791666666666667
Michigan,2015,1345009.0,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874.0,967476,,,,,,101310.0,,0.252,9918170.0,42778,1185568000.0,43072,28931.0,0.054083333333333344
Minnesota,2015,807044.0,11684249,629909,7567199,3487141,11969872,6257807,2933999,893322.0,1328863,,,,,,57150.0,,0.251,5483238.0,53634,1476629000.0,51139,16336.0,0.036750000000000005
Mississippi,2015,490189.0,4592343,672366,2324855,1595122,4624539,2350872,1525340,285117.0,407791,,,,,,25910.0,,0.161,2985297.0,31700,534547000.0,34804,9690.0,0.064
Missouri,2015,892779.0,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166.0,869078,,,,,,60780.0,,0.22899999999999998,6072640.0,42995,425776000.0,42406,30880.0,0.049916666666666665
Montana,2015,144447.0,1804339,214980,851068,738291,1804841,940488,581694,80426.0,160885,,,,,,9420.0,,0.158,1028317.0,39725,168039000.0,42637,7583.0,0.04191666666666667
Nebraska,2015,312281.0,4248695,344382,1350116,2554197,4283846,2446701,1102622,183067.0,449287,,,,,,20860.0,,0.145,1893563.9999999998,53859,344477000.0,49572,4266.0,0.03016666666666667
Nevada,2015,438948.0,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388.0,205794,,,,,,22100.0,,0.161,2883057.0000000005,43803,,43128,5149.0,0.06774999999999999
New Hampshire,2015,183039.0,3093061,164905,1000063,1928093,3044720,1697165,938368,75581.0,125475,,,,,,13560.0,,0.207,1330134.0,50781,576679000.0,54543,77.0,0.03366666666666666
New Jersey,2015,1339230.0,29335237,1154004,11423305,16757928,28809725,15339450,9414336,1271558.0,1290946,,,,,,95640.0,,0.22899999999999998,8960001.0,56241,2579391000.0,60069,2943.0,0.057749999999999996
New Mexico,2015,326297.0,3789651,499789,2595682,694180,3846641,1773801,1256303,154435.0,587243,,,,,,19180.0,,0.182,2082264.0000000002,41509,249947000.0,37938,7169.0,0.06533333333333334
New York,2015,2631532.0,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851.0,4536014,,,,,,179220.0,,0.19,19819346.999999996,64573,5084187000.0,58324,48464.0,0.05258333333333333
North Carolina,2015,1465031.0,13146934,1589570,8172685,3384679,14060699,7960222,4082387,746694.0,698847,,,,,,96520.0,,0.23399999999999999,10041769.0,44172,1330223000.0,41351,50396.0,0.05716666666666666
North Dakota,2015,106061.0,1644533,158373,942772,543388,1804762,825445,483984,110836.0,303053,,,,,,7020.0,,0.138,754858.9999999999,67632,186039000.0,55643,2741.0,0.027916666666666666
Ohio,2015,1600222.0,24378660,1676820,10169760,12532080,22561728,11620080,7324444,922732.0,1750785,,,,,,116970.0,,0.168,11606027.0,47146,2586000.0,43803,40468.0,0.04908333333333333
Oklahoma,2015,671715.0,6121188,688990,2993050,2439148,6184819,3000894,2041507,414086.0,663768,,,,,,37640.0,,0.161,3904353.0,46447,388530000.0,43999,12346.0,0.044
Oregon,2015,570376.0,7111710,577106,3678001,2856603,7011609,3650855,2272382,249968.0,477516,,,,,,34010.0,,0.11900000000000001,4016537.0000000005,50058,621727000.0,44424,9922.0,0.05583333333333333
Pennsylvania,2015,1589429.0,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310.0,1663209,,,,,,122630.0,,0.18600000000000003,12791124.0,50357,2510135000.0,49815,190.0,0.053000000000000005
Rhode Island,2015,134574.0,2367068,184718,908963,1273387,2326473,1322055,792525,90209.0,50889,,,,,,9630.0,,0.145,1055916.0000000002,47541,176336000.0,49744,,0.06
South Carolina,2015,737401.0,8759944,836137,4094766,3829041,8783362,4123140,2893109,447019.0,928112,,,,,,42300.0,,0.187,4892423.0,36917,377329000.0,38802,78194.0,0.059500000000000004
South Dakota,2015,132836.0,1415149,206853,425614,782682,1464781,709363,426257,70128.0,222592,,,,,,7910.0,,0.145,854036.0,47894,4334000.0,47882,1898.0,0.03116666666666667
Tennessee,2015,994530.0,9455920,1122775,4385403,3947742,9562527,5343272,2862499,560697.0,553396,,,,,,60770.0,,0.18100000000000002,6590726.0,42803,1400973000.0,42156,40730.0,0.05591666666666668
Texas,2015,5004866.0,55582029,5830972,20967429,28783628,56255791,26745844,15145619,2783770.0,6765205,,,,,,308820.0,,0.256,27454880.0,54134,,46787,122184.0,0.04425
Utah,2015,573913.0,4705084,400213,2487937,1816934,4537962,2367650,1166728,271400.0,606254,,,,,,34260.0,,0.253,2984917.0,44174,368681000.0,39775,16333.0,0.03600000000000001
Vermont,2015,85184.0,1996795,105333,1546600,344862,1969415,983532,566649,61871.0,58856,,,,,,6330.0,,0.318,624455.0,43571,112643000.0,49002,196.0,0.03575
Virginia,2015,1279867.0,15857524,1012205,6240349,8604970,16113212,8755896,5075509,627473.0,1086722,,,,,,82900.0,,0.155,8366767.0,51667,817851000.0,52189,69319.0,0.04458333333333333
Washington,2015,1072359.0,13709442,1036422,8293812,4379208,13630138,6508964,4510672,546926.0,1601069,,,,,,66990.0,,0.22699999999999998,7152818.0,56407,,53119,45639.0,0.05641666666666667
West Virginia,2015,279565.0,3478401,362959,1979466,1135976,3466981,1819903,1161944,233836.0,232738,,,,,,17420.0,,0.158,1839767.0,36461,188758000.0,36566,5309.0,0.0675
Wisconsin,2015,861813.0,11637376,814385,5869265,4953726,11553677,5723474,3691809,513402.0,894823,,,,,,60240.0,,0.16,5759744.000000001,47325,1032411000.0,46025,14770.0,0.04525
Wyoming,2015,93867.0,1962874,120290,1116917,725667,1942406,895910,565489,52520.0,409425,,,,,,5560.0,,0.158,586102.0,60979,,56322,1748.0,0.04316666666666667
