"location","indicator","Unit","Date","Value"
"West Virginia","Number of Property Crimes Known to Police","numbers","1995","41041"
"West Virginia","Number of Property Crimes Known to Police","numbers","1996","41510"
"West Virginia","Number of Property Crimes Known to Police","numbers","1997","40868"
"West Virginia","Number of Property Crimes Known to Police","numbers","1998","41524"
"West Virginia","Number of Property Crimes Known to Police","numbers","1999","32458"
"West Virginia","Number of Property Crimes Known to Police","numbers","2000","39134"
"West Virginia","Number of Property Crimes Known to Police","numbers","2001","37104"
"West Virginia","Number of Property Crimes Known to Police","numbers","2002","36526"
"West Virginia","Number of Property Crimes Known to Police","numbers","2003","36715"
"West Virginia","Number of Property Crimes Known to Police","numbers","2004","42170"
"West Virginia","Number of Property Crimes Known to Police","numbers","2005","44233"
"West Virginia","Number of Property Crimes Known to Police","numbers","2006","44571"
"West Virginia","Number of Property Crimes Known to Police","numbers","2007","42223"
"West Virginia","Number of Property Crimes Known to Police","numbers","2008","42366"
"West Virginia","Number of Property Crimes Known to Police","numbers","2009","46215"
"West Virginia","Number of Property Crimes Known to Police","numbers","2010","41301"
"West Virginia","Number of Property Crimes Known to Police","numbers","2011","39009"
"West Virginia","Number of Property Crimes Known to Police","numbers","2012","44500"
"West Virginia","Number of Property Crimes Known to Police","numbers","2013","39929"
"West Virginia","Number of Property Crimes Known to Police","numbers","2014","37648"
"West Virginia","Number of Property Crimes Known to Police","numbers","2015","5309"
"West Virginia","Number of Property Crimes Known to Police","numbers","2016","6311"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1990","201956"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1991","207214"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1992","200936"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1993","190445"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1994","185533"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1995","184060"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1996","183975"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1997","175815"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1998","52310"
"Wisconsin","Number of Property Crimes Known to Police","numbers","1999","158359"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2000","153788"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2001","164387"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2002","161510"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2003","154878"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2004","145068"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2005","144299"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2006","156111"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2007","158731"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2008","155153"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2009","147692"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2010","142781"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2011","139912"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2012","140780"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2013","125694"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2014","120238"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2015","14770"
"Wisconsin","Number of Property Crimes Known to Police","numbers","2016","13925"
"Wyoming","Number of Property Crimes Known to Police","numbers","1990","17719"
"Wyoming","Number of Property Crimes Known to Police","numbers","1991","18759"
"Wyoming","Number of Property Crimes Known to Police","numbers","1992","19711"
"Wyoming","Number of Property Crimes Known to Police","numbers","1993","18455"
"Wyoming","Number of Property Crimes Known to Police","numbers","1994","19022"
"Wyoming","Number of Property Crimes Known to Police","numbers","1995","19380"
"Wyoming","Number of Property Crimes Known to Police","numbers","1996","18845"
"Wyoming","Number of Property Crimes Known to Police","numbers","1997","18513"
"Wyoming","Number of Property Crimes Known to Police","numbers","1998","16878"
"Wyoming","Number of Property Crimes Known to Police","numbers","1999","15372"
"Wyoming","Number of Property Crimes Known to Police","numbers","2000","14896"
"Wyoming","Number of Property Crimes Known to Police","numbers","2001","16042"
"Wyoming","Number of Property Crimes Known to Police","numbers","2002","16300"
"Wyoming","Number of Property Crimes Known to Police","numbers","2003","16331"
"Wyoming","Number of Property Crimes Known to Police","numbers","2004","16566"
"Wyoming","Number of Property Crimes Known to Police","numbers","2005","15814"
"Wyoming","Number of Property Crimes Known to Police","numbers","2006","15075"
"Wyoming","Number of Property Crimes Known to Police","numbers","2007","14832"
"Wyoming","Number of Property Crimes Known to Police","numbers","2008","14363"
"Wyoming","Number of Property Crimes Known to Police","numbers","2009","14243"
"Wyoming","Number of Property Crimes Known to Police","numbers","2010","13869"
"Wyoming","Number of Property Crimes Known to Police","numbers","2011","12878"
"Wyoming","Number of Property Crimes Known to Police","numbers","2012","13222"
"Wyoming","Number of Property Crimes Known to Police","numbers","2013","12809"
"Wyoming","Number of Property Crimes Known to Police","numbers","2014","11477"
"Wyoming","Number of Property Crimes Known to Police","numbers","2015","1748"
"Wyoming","Number of Property Crimes Known to Police","numbers","2016","1732"
