"classification","state","component","industry","Unit","Date","Value"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","50591"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","50063"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","48408"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","48855"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","49149"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","49407"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","51956"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","52900"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","55348"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","54939"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","52264"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","52679"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","52500"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","53439"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","54161"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","55197"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","56407"
"NAICS","Washington","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","57727"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","46585"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","47652"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","49380"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","50814"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","53656"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","53921"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","54930"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","55848"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","57642"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","63428"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","65471"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","69182"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","66320"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","64603"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","63985"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","60777"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","60770"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","60900"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","60979"
"NAICS","Wyoming","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","60004"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","34434"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","36311"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","38300"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","39185"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","39170"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","39323"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","40769"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","41063"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","43018"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","44086"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","44168"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","41800"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","38232"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","37935"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","38257"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","38559"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","38303"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","38450"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","38647"
"NAICS","Arizona","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","38985"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","1997","32588"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","1998","32814"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","1999","33045"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2000","34015"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2001","35162"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2002","35316"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2003","35780"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2004","36634"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2005","37662"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2006","39391"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2007","39716"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2008","40048"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2009","38640"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2010","38303"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2011","39961"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2012","41861"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2013","43288"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2014","45414"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2015","46447"
"NAICS","Oklahoma","Per capita real GDP by state","All industry total","chained 2009 dollars","2016","44356"
